URL,Image,Alt_Text,Path
/dosing,woman-spray-bicycle-chain.jpg,Woman spraying a bicycle chain,/Content/images/content-images/woman-spray-bicycle-chain.jpg
/dosing,woman-therapist-talking-in-doctors-office-mob.jpg,Woman talking to woman representing a healthcare provider in a doctor’s office,/Content/images/content-images/woman-therapist-talking-in-doctors-office-mob.jpg
/dosing,woman-therapist-talking-in-doctors-office.jpg,Woman talking to woman representing a healthcare provider in a doctor’s office,/Content/images/content-images/woman-therapist-talking-in-doctors-office.jpg
/dosing,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/patient-support,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/patient-support,woman-explaining-doctors-office-sm.jpg,Woman talking about her treatment journey with LYBALVI® (olanzapine and samidorphan),/Content/images/content-images/woman-explaining-doctors-office-sm.jpg
/patient-support,woman-explaining-doctors-office.jpg,Woman talking about her treatment journey with LYBALVI® (olanzapine and samidorphan),/Content/images/content-images/woman-explaining-doctors-office.jpg
/patient-support,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/registration,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/registration,man-speaking-to-patient-office.jpg,Man representing a healthcare provider speaking to a sales representative,/Content/images/content-images/man-speaking-to-patient-office.jpg
/registration,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/contact-us,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/contact-us,man-working-in-fish-market-holding-ice-tray.jpg,"Man working in a fish market, holding a tray of ice",/Content/images/content-images/man-working-in-fish-market-holding-ice-tray.jpg
/contact-us,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/404-not-found,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/404-not-found,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/search-results,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/search-results,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/unsubscribe,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/unsubscribe,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/unsubscribe-confirmation,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/unsubscribe-confirmation,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/patient-support/lybalvi-care,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/patient-support/lybalvi-care,lybalvi-co-pay-savings-card.png,Co-pay Savings Card for LYBALVI® (olanzapine and samidorphan),/Content/images/content-images/lybalvi-co-pay-savings-card.png
/patient-support/lybalvi-care,couple-sitting-on-couch-living-room.jpg,"Woman with an instant-film camera, sitting on a couch and discussing LYBALVI® (olanzapine and samidorphan) Care Support with another woman",/Content/images/content-images/couple-sitting-on-couch-living-room.jpg
/patient-support/lybalvi-care,man-consulting-healthcare-provider.jpg,Male actor portraying a LYBALVI patient talking with a healthcare provider,/Content/images/content-images/man-consulting-healthcare-provider.jpg
/patient-support/lybalvi-care,woman-consulting-patient-office.jpg,Woman representing a healthcare provider helping a person understand their diagnosis and how LYBALVI® (olanzapine and samidorphan) may help,/Content/images/content-images/woman-consulting-patient-office.jpg
/patient-support/lybalvi-care,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/patient-support/resources,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/patient-support/resources,patient-safety-card-lybalvi.png,Patient Safety Card that is used to notify emergency personnel that the patient is taking LYBALVI® (olanzapine and samidorphan),/Content/images/content-images/patient-safety-card-lybalvi.png
/patient-support/resources,patient-journal-record-events-activities-lybalvi-sm.png,LYBALVI® (olanzapine and samidorphan) patient journal that patients can share with healthcare professionals,/Content/images/content-images/patient-journal-record-events-activities-lybalvi-sm.png
/patient-support/resources,patient-journal-record-events-activities-lybalvi.png,LYBALVI® (olanzapine and samidorphan) patient journal that patients can share with healthcare professionals,/Content/images/content-images/patient-journal-record-events-activities-lybalvi.png
/patient-support/resources,woman-sitting-in-a-support-group.jpg,Woman participating in a support group,/Content/images/content-images/woman-sitting-in-a-support-group.jpg
/patient-support/resources,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/patient-support/questions-and-answers,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/patient-support/questions-and-answers,two-women-talking-doing-laundry-together.jpg,Two women doing laundry together,/Content/images/content-images/two-women-talking-doing-laundry-together.jpg
/patient-support/questions-and-answers,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/important-safety-information-isi,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/important-safety-information-isi,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
/prescribing-information,logo-lybalvi.svg,"Logo for LYBALVI® (olanzapine and samidorphan) 5 mg/10 mg, 10 mg/10 mg, 15 mg/10 mg, or 20 mg/10 mg tablets",/getattachment/6cc5241f-454e-4f0f-9bc2-0d83288d8869/logo-lybalvi.svg
/prescribing-information,logo-alkermes.svg,Logo for Alkermes®,/Content/img/logo-alkermes.svg
